,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
DEMZ,-,-,-,-,-,-,0.86%,-,-,-,-,-,-,17.06%,13.18%,-,-,-
MASI,6.46,75.00,30.24,6.30,0.70,2.18,-,9.20%,7.00%,-51.80%,0.80%,5.40,118.20M,27.12%,8.72%,5.10%,0.00%,2.30B
TMSL,,,,,,,,,,,,,,,,,,
NWN,1.21,14.91,15.27,5.32,1.29,2.85,4.56%,8.70%,5.00%,11.40%,0.50%,2.79,101.70M,-16.44%,-10.78%,8.90%,67.60%,1.15B
PCSA,1.33,-,-,-,0.00,-1.66,-,-205.50%,-,13.40%,9.70%,-1.23,-28.20M,-78.27%,-48.64%,-,-,-
GGT$G,,,,,,,,,,,,,,,,,,
LSI,3.10,30.33,26.24,6.07,0.95,4.29,3.69%,10.20%,6.70%,8.90%,0.10%,4.96,366.20M,21.23%,31.70%,34.00%,100.80%,1.08B
UTI,1.02,82.22,9.99,5.48,0.74,0.08,-,1.30%,9.80%,-89.00%,1.30%,0.67,2.80M,-20.81%,-2.31%,0.60%,0.00%,495.40M
EGPT,-,-,-,-,-,-,4.89%,-,-,-,-,-,-,-0.42%,-5.35%,-,-,-
PL.W,,,,,,,,,,,,,,,,,,
PPSI,4.26,-,17.83,-,0.04,-0.28,-,-,-22.80%,116.30%,22.20%,0.42,-2.80M,129.58%,201.53%,-,-,29.10M
VAPO,-,-,-,-,-,-3.82,-,909.00%,-147.60%,48.90%,8.20%,-0.75,-108.40M,-78.29%,-77.65%,-,-,62.90M
UZE,,,,,,,,,,,,,,,,,,
AGFY,0.02,-,-,-,0.89,-62.06,-,-154.20%,-23.40%,-269.90%,12.57%,-3.26,-161.80M,-99.04%,-38.05%,-,-,77.60M
INMD,5.08,18.35,12.31,1.47,0.00,2.01,-,32.30%,28.50%,31.20%,13.63%,2.99,171.10M,65.35%,4.68%,36.10%,0.00%,474.40M
NGMS,6.12,-,122.12,-,1.52,-0.67,-,-13.20%,-7.10%,24.90%,77.85%,0.22,-19.00M,91.75%,123.22%,-9.40%,-,202.00M
FLQM,-,-,-,-,-,-,1.28%,-,-,-,-,-,-,14.49%,6.89%,-,-,-
CONL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.80%,-,-,-
ACAHU,,,,,,,,,,,,,,,,,,
CXE,0.85,-,-,-,-,-1.09,4.99%,-,-,-,-,-,-,-5.69%,-0.29%,-,-,9.68M
GS$J,,,,,,,,,,,,,,,,,,
PBEE,,,,,,,,,,,,,,,,,,
CARM,1.10,-,-,-,0.02,-3.83,-,-,-13.90%,-,0.10%,-2.11,-43.70M,32.41%,37.19%,-,-,43.20M
WRB$E,,,,,,,,,,,,,,,,,,
ANTE,0.26,-,-,-,0.24,-0.39,-,-,-,-,10.00%,-,-17.30M,-78.63%,20.45%,-,-,11.70M
DMTK,0.83,-,-,-,0.00,-3.90,-,-82.20%,-89.10%,-1.40%,2.30%,-2.91,-117.80M,-41.77%,55.93%,-,-,14.30M
FHLT,,,,,,,,,,,,,,,,,,
AEPPZ,,,,,,,,,,,,,,,,,,
FORLU,,,,,,,,,,,,,,,,,,
CHAA,1.33,33.58,-,-,0.00,0.31,-,4.00%,-,152.50%,-,-,11.60M,6.56%,2.97%,-,0.00%,-
BBRE,-,-,-,-,-,-,3.42%,-,-,-,-,-,-,-1.45%,4.28%,-,-,-
GSIT,4.12,-,-,-,0.00,-0.65,-,-24.70%,-25.30%,-4.10%,30.96%,-,-16.00M,139.94%,396.53%,-49.80%,-,29.70M
FL,0.79,10.63,9.31,-,0.14,2.61,5.76%,7.50%,9.90%,-72.30%,1.10%,2.98,248.00M,-6.88%,-27.71%,2.90%,61.20%,8.52B
FERG,6.61,16.90,16.32,-,0.82,8.99,2.11%,39.20%,25.70%,-34.90%,0.16%,9.30,1.89B,36.12%,18.70%,6.30%,45.70%,29.87B
JXN,0.31,1.34,1.83,-,0.00,22.78,8.14%,24.70%,51.60%,-174.30%,10.90%,16.62,2.17B,3.94%,-14.34%,23.00%,9.20%,9.44B
TPLE,,,,,,,,,,,,,,,,,,
EVGN,1.45,-,-,-,0.54,-0.60,-,-83.80%,-76.70%,24.80%,2.04%,-0.47,-24.60M,3.90%,14.29%,-,-,2.10M
GSSC,-,-,-,-,-,-,1.26%,-,-,-,-,-,-,7.65%,5.11%,-,-,-
EQL,-,-,-,-,-,-,2.08%,-,-,-,-,-,-,10.60%,8.90%,-,-,-
CDZI,4.57,-,-,-,0.60,-0.63,-,-83.40%,-19.90%,-18.20%,5.00%,-0.25,-34.70M,101.88%,72.00%,-,-,1.50M
BHV,0.82,-,-,-,-,-0.12,3.01%,-,-,-,-,-,-,-22.84%,-6.97%,-,-,1.37M
FLKR,-,-,-,-,-,-,2.65%,-,-,-,-,-,-,5.47%,17.14%,-,-,-
IPVF,,,,,,,,,,,,,,,,,,
HOTH,0.65,-,-,-,0.00,-7.77,-,-119.30%,-,67.20%,2.90%,-3.32,-11.00M,-71.76%,-61.54%,-,-,-
UBFO,1.02,5.93,-,-,0.10,1.13,6.55%,17.50%,30.70%,150.10%,8.00%,-,19.40M,-11.10%,-9.64%,36.00%,38.70%,53.80M
PTWOU,,,,,,,,,,,,,,,,,,
PSNL,0.52,-,-,-,0.01,-2.46,-,-49.50%,-52.40%,2.20%,2.40%,-1.88,-113.80M,-38.53%,5.56%,-,-,68.70M
MULN,0.13,-,-,-,0.04,-39.12,-,-,-,91.80%,4.90%,-,-1194.80M,-99.22%,-96.85%,-,-,-
COTY,2.84,66.58,26.27,2.97,1.19,0.19,-,5.40%,1.00%,108.90%,2.80%,0.47,179.40M,69.00%,43.93%,3.40%,0.00%,5.37B
RLTY,-,-,-,-,-,-,9.20%,-,-,-,0.05%,-,-,-12.56%,0.41%,-,-,-
GNR,-,-,-,-,-,-,4.09%,-,-,-,-,-,-,-3.38%,-3.29%,-,-,-
WINA,-,33.96,-,-,-,10.82,0.87%,-62.90%,361.10%,-6.20%,5.60%,-,38.50M,85.58%,53.10%,47.00%,25.10%,81.90M
OPRX,2.07,-,38.81,-,0.00,-0.80,-,-10.80%,-9.70%,-77.90%,3.80%,0.39,-14.10M,-43.70%,-10.86%,-22.80%,-,61.70M
MHH,1.36,18.58,8.00,1.03,0.00,0.55,-,7.80%,9.70%,-88.80%,71.47%,1.27,6.60M,-33.94%,-3.81%,2.80%,0.00%,237.50M
NIM,0.93,894.00,-,-,-,0.01,3.49%,-,-,-,-,-,-,-2.94%,-1.66%,-,-,-
VUG,-,-,-,-,-,-,0.58%,-,-,-,-,-,-,25.70%,32.04%,-,-,-
DSGX,5.95,63.31,49.43,3.72,0.00,1.25,-,10.00%,9.00%,26.40%,0.10%,1.60,108.50M,29.24%,12.59%,21.40%,0.00%,506.20M
ZEPP,0.19,-,4.15,-,0.63,-0.66,-,-12.50%,-8.30%,-56.80%,3.36%,0.27,-40.50M,-42.86%,-20.00%,-8.10%,-,582.60M
PCAR,4.47,15.95,12.32,-,0.86,4.96,1.26%,24.00%,12.40%,-18.70%,1.40%,6.42,3.15B,41.97%,19.79%,10.20%,56.80%,30.82B
OPRT,0.43,-,3.09,-,6.44,-6.74,-,-41.00%,-2.20%,-319.30%,5.90%,1.86,-225.50M,-44.70%,0.36%,-51.20%,-,440.40M
GO,2.55,43.89,25.64,4.02,0.29,0.67,-,6.10%,5.60%,17.20%,0.60%,1.15,67.20M,-25.50%,-0.82%,1.80%,0.00%,3.71B
FRPT,3.33,-,-,-,0.00,-1.41,-,-6.60%,-5.10%,-27.70%,0.10%,-0.27,-66.70M,15.15%,21.28%,-10.60%,-,630.70M
TCBI,0.94,8.76,13.97,1.10,0.34,6.21,-,11.60%,19.30%,2.10%,0.80%,3.90,314.20M,5.24%,-11.53%,23.80%,0.00%,1.32B
LEO,0.92,-,-,-,-,-0.53,4.56%,-,-,-,-,-,-,-7.23%,-1.31%,-,-,-
VCNX,8.80,-,-,-,0.08,-0.45,-,-324.80%,-368.60%,16.10%,1.80%,-,-20.20M,-67.53%,-41.06%,-,-,0.80M
BGY,0.95,-,-,-,-,-0.62,7.41%,-,-,62.80%,-,-,-,9.64%,9.86%,-,-,16.86M
BLACU,-,-,-,-,-,-,-,-,-,-,17.42%,-,-,-,8.27%,-,-,-
NBST,,,,,,,,,,,,,,,,,,
BEP,1.40,-,-,-,-,-0.53,-,-,-,-,-,-0.21,-,-14.85%,17.01%,-,-,4.93B
CMRE$D,,,,,,,,,,,,,,,,,,
GRND,-,-,-,-,-,-0.16,-,-,3.80%,-606.20%,6.50%,-,-27.90M,-41.56%,28.82%,-13.60%,0.00%,204.20M
SLN,,,,,,,,,,,,,,,,,,
MYFW,0.72,8.93,8.85,-,0.22,2.06,-,8.50%,24.70%,-30.60%,8.60%,2.08,20.00M,-38.79%,-35.70%,17.30%,0.00%,115.50M
UCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-51.46%,-20.26%,-,-,-
BTE,0.59,2.19,2.61,0.12,0.31,1.52,-,30.20%,29.90%,-6.00%,1.17%,1.28,850.20M,-44.03%,-24.94%,38.00%,0.00%,2.24B
LAND,0.84,-,-,-,0.90,-0.48,3.20%,-2.30%,2.50%,-52.20%,7.16%,-0.30,-16.60M,-22.69%,-6.35%,-18.30%,-,90.50M
HBNC,0.68,5.47,7.18,-,2.03,2.02,5.80%,13.10%,22.40%,-22.70%,1.10%,1.54,88.10M,-35.51%,-27.13%,34.40%,31.20%,255.70M
TBIO,1.66,-,-,-,0.54,-1.57,-,-92.20%,-71.10%,16.70%,0.60%,-0.53,-46.40M,-29.89%,58.33%,-,-,28.10M
CEQP$,,,,,,,,,,,,,,,,,,
FUND,0.93,-,-,-,-,-0.03,6.42%,-,-,240.30%,47.80%,-,-,0.21%,-0.80%,-,-,6.79M
NDSN,5.42,26.56,24.10,2.04,0.39,8.91,1.10%,21.80%,18.60%,17.80%,0.40%,9.81,514.90M,17.46%,-0.34%,19.80%,20.10%,2.61B
ASG,1.03,-,-,-,-,-2.53,8.15%,-,-,-82.00%,0.20%,-,-,-0.18%,9.94%,-,-,1.81M
IVW,-,-,-,-,-,-,0.89%,-,-,-,-,-,-,15.95%,19.66%,-,-,-
AAU,0.34,-,-,-,0.07,-0.06,-,-15.10%,-,51.70%,7.20%,-0.04,-8.40M,-46.71%,-47.32%,-,-,-
FXLV,1.66,-,2.52,-,2.08,-0.82,-,-78.60%,-56.30%,59.40%,1.30%,0.29,-77.60M,-84.24%,-74.17%,-45.30%,-,171.20M
AURC,,,,,,,,,,,,,,,,,,
PSK,-,-,-,-,-,-,6.44%,-,-,-,-,-,-,-5.97%,1.34%,-,-,-
THRD,0.41,-,-,-,0.00,-2.93,-,-,-,47.90%,3.50%,-1.85,-,-,19.19%,-,-,-
APTM,,,,,,,,,,,,,,,,,,
IBUY,-,-,-,-,-,-,-,-,-,-,-,-,-,4.81%,17.39%,-,-,-
AFBI,0.67,11.48,-,-,0.00,1.05,-,6.10%,22.90%,-0.60%,2.30%,-,7.10M,-17.87%,-19.34%,20.80%,0.00%,33.90M
NYMTZ,1.36,381.28,-,-,-,0.05,9.77%,-,-,-,-,-,-,-11.66%,17.51%,-,-,22.80M
CNFRL,,,,,,,,,,,,,,,,,,
VIGI,-,-,-,-,-,-,1.98%,-,-,-,-,-,-,11.37%,10.09%,-,-,-
DUK,1.49,18.00,15.33,3.10,1.61,5.09,4.38%,5.00%,4.60%,16.90%,0.12%,5.98,3.92B,-7.78%,-10.29%,8.30%,161.20%,28.91B
SHAP.U,,,,,,,,,,,,,,,,,,
CGNX,6.74,56.67,39.93,19.08,0.00,1.00,0.50%,12.30%,14.70%,-61.40%,0.20%,1.42,173.80M,28.02%,18.81%,18.80%,26.90%,924.80M
MCHX,2.22,-,-,-,0.01,-0.26,-,-24.30%,-18.90%,-188.50%,6.70%,-0.07,-11.10M,23.12%,33.12%,-21.70%,-,51.20M
SPFI,1.11,8.01,10.54,-,0.33,2.98,2.18%,14.90%,26.30%,-32.20%,9.30%,2.27,53.20M,3.07%,-13.51%,30.30%,15.60%,175.50M
DIVO,-,-,-,-,-,-,4.72%,-,-,-,-,-,-,6.49%,0.08%,-,-,-
USNA,2.59,18.04,17.42,1.20,0.00,3.39,-,15.30%,15.70%,-17.50%,0.10%,3.50,65.30M,-15.30%,15.10%,6.70%,0.00%,974.10M
FNB$E,,,,,,,,,,,,,,,,,,
SBS,1.33,12.93,-,1.21,0.65,0.86,2.28%,10.60%,7.50%,-23.40%,41.50%,-,587.60M,36.80%,7.54%,12.60%,0.00%,4.65B
DES,-,-,-,-,-,-,3.11%,-,-,-,-,-,-,0.31%,1.12%,-,-,-
FTGS,,,,,,,,,,,,,,,,,,
GCO,0.48,6.12,6.84,0.61,0.00,3.88,-,8.30%,11.60%,-529.70%,5.70%,3.48,48.40M,-57.63%,-49.30%,2.00%,0.00%,2.35B
RFL,0.50,-,-,-,0.00,-0.59,-,-,-120.90%,-45.20%,15.50%,-,-17.70M,19.32%,12.30%,-,-,0.30M
BMY,4.27,18.84,7.94,5.02,1.19,3.43,3.53%,22.80%,11.80%,81.30%,0.07%,8.15,7.31B,-9.95%,-8.61%,15.90%,63.40%,45.85B
QNST,1.59,-,34.30,-,0.00,-0.33,-,-6.30%,-1.50%,-122.10%,2.40%,0.24,-17.90M,-19.80%,-41.71%,-3.00%,-,596.80M
RFG,-,-,-,-,-,-,0.93%,-,-,-,-,-,-,12.17%,6.09%,-,-,-
VNCE,2.13,-,-,-,5.50,-2.57,-,-88.70%,-21.60%,-292.40%,1.60%,-,-31.60M,-54.05%,-54.41%,-8.80%,-,343.10M
SCCG,,,,,,,,,,,,,,,,,,
TDSA,-,-,-,-,-,-,1.82%,-,-,-,-,-,-,-4.16%,-2.06%,-,-,-
LSTA,0.55,-,-,-,0.00,-11.05,-,-79.70%,-,26.00%,0.90%,-3.08,-56.20M,-47.58%,58.10%,-,-,-
WK,5102.00,-,193.62,-,395.00,-2.21,-,-,-25.10%,-144.50%,2.50%,0.53,-118.60M,56.06%,20.51%,-21.20%,-,558.40M
TDS,0.18,-,-,-,0.86,-0.51,9.69%,-1.20%,0.80%,-121.00%,6.93%,-0.21,-58.00M,-52.85%,-29.84%,-1.10%,-,5.40B
GTLS$B,,,,,,,,,,,,,,,,,,
UA,1.59,8.02,-,0.37,-,0.89,-,-,-,-,16.76%,-,-,-17.88%,-19.08%,-,0.00%,5.90B
USGO,-,-,-,-,-,-0.21,-,-,-,-,85.15%,-,-2.50M,-,31.08%,-,-,-
CTGO,,,,,,,,,,,,,,,,,,
BNTC,1.38,-,-,-,0.00,-1.44,-,-256.00%,-,60.80%,7.93%,-0.95,-20.00M,-72.66%,39.94%,-,-,0.07M
EXPR,0.14,0.20,-,-,0.40,3.19,-,-48.00%,74.80%,-,0.70%,-0.24,232.30M,-72.30%,-38.09%,-1.80%,0.00%,1.80B
OVBC,0.87,12.69,-,-,0.08,1.93,3.59%,10.00%,28.90%,52.70%,3.20%,-,9.20M,-19.71%,-6.10%,36.10%,30.00%,37.00M
ION,,,,,,,,,,,,,,,,,,
CALB,,,,,,,,,,,,,,,,,,
AKAM,3.44,29.10,14.61,3.64,0.00,3.16,-,11.80%,8.30%,-23.70%,0.10%,6.30,501.60M,0.81%,8.87%,13.80%,0.00%,3.63B
GRNB,-,-,-,-,-,-,2.80%,-,-,-,-,-,-,-0.66%,1.40%,-,-,-
IJH,-,-,-,-,-,-,1.60%,-,-,-,-,-,-,11.57%,6.22%,-,-,-
PTIX,1.27,-,-,-,0.06,-0.67,-,-40.20%,-,47.40%,51.64%,-,-2.90M,-34.08%,20.31%,-,-,-
SPYV,-,-,-,-,-,-,1.98%,-,-,-,-,-,-,16.60%,11.17%,-,-,-
CHIX,-,-,-,-,-,-,5.86%,-,-,-,-,-,-,-7.66%,4.77%,-,-,-
STT$D,,,,,,,,,,,,,,,,,,
FMS,1.00,20.68,9.07,20.27,-,1.14,2.57%,-,-,-45.10%,-,2.60,-,-10.47%,44.43%,-,48.86%,19.55B
OCTZ,,,,,,,,,,,,,,,,,,
PRTA,6.27,-,-,-,0.00,-2.62,-,-25.00%,-19.80%,-14.90%,4.72%,-4.08,-127.50M,195.06%,15.97%,-,-,54.90M
FSLR,3.51,499.69,15.01,88.60,0.00,0.39,-,0.70%,-1.30%,197.70%,0.30%,12.85,41.70M,196.63%,26.80%,1.50%,0.00%,2.80B
JPM$C,,,,,,,,,,,,,,,,,,
ESEB,,,,,,,,,,,,,,,,,,
DFFN,0.45,-,-,-,0.00,-7.43,-,-69.50%,-,9.70%,0.10%,-,-15.20M,-49.65%,-28.62%,-,-,-
INO,0.66,-,-,-,0.08,-0.99,-,-97.90%,-,56.40%,0.40%,-0.38,-241.40M,-66.60%,-67.46%,-,-,10.20M
CDAQU,,,,,,,,,,,,,,,,,,
HMC,0.66,10.85,-,0.82,0.68,2.95,2.77%,6.20%,3.50%,-8.30%,0.30%,-,5.01B,25.62%,36.94%,4.10%,29.84%,121.72B
DIA,-,-,-,-,-,-,1.89%,-,-,-,-,-,-,11.92%,3.78%,-,-,-
GIC,4.79,14.96,13.13,0.83,0.00,1.83,2.93%,34.30%,37.70%,-39.20%,0.50%,2.08,69.60M,-16.23%,15.49%,6.10%,40.20%,1.15B
OUSA,-,-,-,-,-,-,1.92%,-,-,-,-,-,-,11.78%,5.83%,-,-,-
USMV,-,-,-,-,-,-,1.73%,-,-,-,-,-,-,8.69%,2.68%,-,-,-
EGLE,0.73,3.70,6.14,-,0.40,12.18,0.89%,24.60%,21.50%,-92.50%,1.60%,7.35,198.10M,-23.69%,-9.36%,30.90%,43.30%,640.60M
STWD,0.94,10.33,9.46,2.07,3.27,1.89,9.85%,-,3.70%,-84.00%,3.20%,2.06,588.70M,-5.09%,5.74%,-,69.68%,2.20B
MBRX,0.37,-,-,-,0.00,-1.05,-,-54.00%,-,-14.60%,1.40%,-0.94,-30.10M,-57.56%,-44.35%,-,-,-
CMI,3.49,13.37,11.97,1.16,0.81,17.74,2.65%,28.30%,13.60%,89.90%,0.20%,19.82,2.52B,18.26%,-2.79%,8.40%,34.50%,30.14B
BXC,1.37,4.78,6.55,0.19,0.92,19.33,-,32.00%,29.50%,-85.30%,1.70%,14.12,180.60M,31.60%,28.40%,4.60%,0.00%,3.95B
VSGX,-,-,-,-,-,-,2.28%,-,-,-,-,-,-,7.83%,9.89%,-,-,-
BOTJ,0.83,4.80,-,-,0.20,1.89,3.54%,16.70%,30.30%,7.70%,8.10%,-,8.80M,-29.10%,-24.10%,26.00%,14.90%,34.00M
BRKR,9.37,35.88,25.94,1.47,1.04,2.10,0.27%,29.70%,13.60%,27.40%,26.40%,2.90,311.50M,22.48%,9.66%,11.90%,9.50%,2.62B
SBT,0.88,-,28.21,-,0.21,-0.40,-,-6.20%,21.70%,-109.60%,48.44%,0.20,-20.00M,-10.26%,-9.67%,-19.10%,-,104.40M
ICR$A,,,,,,,,,,,,,,,,,,
SPXT,-,-,-,-,-,-,1.71%,-,-,-,-,-,-,6.63%,7.71%,-,-,-
SLGL,1.84,-,-,-,0.00,-0.81,-,-42.60%,-,-70.00%,55.09%,-0.61,-19.60M,-36.83%,-27.41%,-,-,4.60M
USO,-,-,-,-,-,-,-,-,-,-,-,-,-,-26.05%,-8.31%,-,-,-
MSB,23.79,51.11,-,-,0.00,0.41,24.40%,29.70%,46.60%,-69.60%,0.08%,-,5.30M,-19.28%,18.26%,68.60%,0.00%,7.70M
PCRB,-,-,-,-,-,-,3.68%,-,-,-,-,-,-,-,-2.24%,-,-,-
EVC,1.42,21.25,11.48,-,0.78,0.21,4.52%,6.90%,5.90%,6.80%,0.90%,0.39,18.30M,-11.17%,-9.69%,1.80%,35.00%,998.00M
LXP,1.34,26.87,1032.00,5.37,0.67,0.38,4.84%,5.00%,1.00%,3.20%,0.20%,0.01,107.80M,-0.13%,2.79%,33.10%,125.90%,326.00M
BCAN,2.69,-,-,-,-,-0.05,-,-,-,-,64.09%,-,-,-28.78%,-10.01%,-,-,1.09M
BWET,,,,,,,,,,,,,,,,,,
ONVO,0.71,-,-,-,0.00,-1.34,-,-44.50%,-38.00%,6.80%,2.30%,-,-11.70M,-11.30%,27.07%,-,-,1.70M
ORRF,0.87,9.36,6.67,-,0.13,2.15,3.98%,9.90%,34.80%,14.70%,1.10%,3.01,22.80M,-19.16%,-14.55%,19.20%,35.30%,119.10M
PNAC,,,,,,,,,,,,,,,,,,
NUGO,-,-,-,-,-,-,0.20%,-,-,-,-,-,-,24.40%,29.65%,-,-,-
OAIE,,,,,,,,,,,,,,,,,,
ULTA,11.21,18.35,16.92,1.32,0.00,24.59,-,65.60%,63.10%,9.10%,0.10%,26.66,1.26B,9.98%,-4.90%,12.00%,0.00%,10.50B
CDLX,0.91,-,-,-,0.00,-14.55,-,-122.00%,-104.30%,-58.30%,2.10%,-1.51,-484.70M,-72.14%,14.04%,-,-,294.90M
ATUS,-,58.65,7.04,7.42,-,0.05,-,-5.60%,5.80%,-86.90%,0.70%,0.43,23.90M,-67.73%,-35.45%,0.30%,0.00%,9.52B
TRT,0.66,9.48,-,-,0.06,0.52,-,7.50%,6.30%,93.00%,4.40%,-,2.20M,8.50%,10.66%,4.70%,0.00%,46.00M
NR,0.95,-,-,-,0.24,-0.19,-,-4.10%,-2.50%,131.20%,1.80%,-,-17.70M,19.84%,9.16%,-2.10%,-,839.20M
ELVN,2.74,126.04,-,-,0.00,0.15,-,-,-,-,1.20%,-2.11,1.50M,369.52%,20.54%,-,0.00%,-
BRAG,0.69,-,14.45,-,0.10,-0.21,-,-4.60%,-3.10%,40.20%,23.94%,0.22,-4.70M,-34.65%,-14.29%,-3.70%,-,127.00M
NB,-,-,-,-,-,-1.85,-,-416.40%,-,-,8.04%,-,-52.50M,-25.74%,-31.76%,-,-,-
SVIX,-,-,-,-,-,-,-,-,-,-,-,-,-,153.02%,74.15%,-,-,-
OBE,0.30,0.61,1.69,0.07,0.16,9.62,-,64.80%,49.30%,27.70%,0.83%,3.49,816.80M,-41.56%,-12.42%,-,0.00%,765.10M
EVBG,3.82,-,15.34,-,0.00,-1.43,-,-20.80%,-7.90%,24.80%,0.30%,1.81,-56.70M,-11.65%,-9.47%,-12.90%,-,439.80M
GH,-,-,-,-,-,-6.50,-,-530.40%,-46.00%,-7.50%,0.10%,-3.94,-664.90M,-2.42%,37.83%,-,-,482.20M
ROCLU,,,,,,,,,,,,,,,,,,
HYGV,-,-,-,-,-,-,8.37%,-,-,-,-,-,-,-2.80%,1.23%,-,-,-
MRSN,6.48,-,-,-,0.00,-2.12,-,-224.00%,-173.60%,11.60%,1.23%,-1.53,-213.10M,6.58%,-42.35%,-,-,32.30M
USIG,-,-,-,-,-,-,3.52%,-,-,-,-,-,-,-1.32%,1.69%,-,-,-
SPGM,-,-,-,-,-,-,2.20%,-,-,-,-,-,-,13.28%,12.82%,-,-,-
FBCV,-,-,-,-,-,-,1.71%,-,-,-,-,-,-,5.85%,-1.17%,-,-,-
DIBS,0.99,-,-,-,0.00,-0.62,-,-16.30%,-17.50%,-23.60%,0.70%,-0.75,-24.30M,-36.83%,-30.12%,-26.30%,-,92.40M
LYTS,2.02,15.32,12.03,0.61,0.30,0.78,1.67%,14.30%,7.50%,22.40%,3.50%,0.99,22.50M,107.83%,-2.37%,4.50%,24.70%,500.80M
ARC,0.83,11.80,8.88,1.18,0.42,0.26,6.62%,7.20%,5.70%,-1.70%,0.30%,0.34,11.10M,9.27%,2.56%,3.90%,76.50%,285.40M
HIPS,-,-,-,-,-,-,10.79%,-,-,-,-,-,-,-4.77%,-0.08%,-,-,-
STEP,2.02,-,13.75,-,0.13,-0.31,3.23%,-2.40%,-,-29.70%,0.10%,1.80,-18.40M,-4.91%,-0.87%,-,-,-67.57M
AXNX,4.41,-,-,-,0.00,-0.99,-,-8.70%,-10.90%,62.10%,0.70%,-0.04,-46.30M,0.77%,-18.28%,-15.60%,-,295.90M
CNP,1.93,23.05,18.17,-,1.73,1.27,2.60%,8.60%,5.60%,-39.80%,0.20%,1.61,803.00M,4.36%,-2.15%,8.60%,56.50%,9.34B
ISMD,-,-,-,-,-,-,1.23%,-,-,-,-,-,-,9.47%,5.58%,-,-,-
SITE,5.49,34.88,34.83,-,0.48,4.55,-,16.10%,15.50%,-114.20%,1.20%,4.56,208.60M,34.84%,35.29%,5.20%,0.00%,4.05B
AGAE,0.48,-,-,-,0.00,-0.23,-,-10.10%,-,48.00%,56.04%,-,-9.00M,-22.14%,3.81%,-,-,5.10M
INTL,-,-,-,-,-,-,2.50%,-,-,-,-,-,-,-,12.55%,-,-,-
EFSH,0.69,-,-,-,13.28,-6.28,133.76%,-,-23.40%,75.60%,10.10%,-,-19.90M,-95.30%,-77.02%,-38.20%,-,52.30M
KIO,-,-,-,-,-,-3.03,12.50%,-,-,-,-,-,-,-1.75%,6.99%,-,-,-
CREC,1.60,34.60,-,-,0.00,0.35,-,4.70%,-,-89.50%,-,-,9.30M,-,12.11%,-,0.00%,-
EWA,-,-,-,-,-,-,3.65%,-,-,-,-,-,-,8.01%,5.29%,-,-,-
GCC,-,-,-,-,-,-,23.49%,-,-,-,-,-,-,-31.39%,-3.07%,-,-,-
WST,9.66,49.85,41.29,1.83,0.08,7.22,0.21%,21.30%,19.40%,-19.10%,0.20%,8.71,546.40M,26.32%,55.59%,19.10%,10.00%,2.88B
HLNE,7.06,26.13,17.83,1.74,0.51,3.01,2.26%,28.80%,22.50%,109.30%,3.50%,4.42,112.90M,20.90%,21.79%,21.40%,52.50%,528.80M
IMMP,2.45,-,-,-,-,-0.34,-,-,-,-,-,-,-,-9.84%,20.04%,-,-,4.44M
AI,5.42,-,376.99,-,0.00,-2.45,-,-24.70%,-19.90%,-52.00%,3.00%,0.12,-268.80M,157.27%,295.44%,-89.40%,-,266.80M
DAKT,1.73,-,9.63,-,0.13,-0.35,-,-8.60%,1.80%,184.90%,3.50%,0.71,-15.70M,122.11%,138.65%,-2.20%,0.00%,706.50M
NVBT,,,,,,,,,,,,,,,,,,
ML.W,,,,,,,,,,,,,,,,,,
SCAQU,,,,,,,,,,,,,,,,,,
NEWT,1.06,12.27,6.88,4.09,1.44,1.33,4.40%,14.00%,5.50%,-110.90%,5.30%,2.38,32.30M,-26.92%,-1.88%,38.10%,136.60%,143.10M
ZHDG,-,-,-,-,-,-,3.28%,-,-,-,-,-,-,1.52%,9.92%,-,-,-
-----,,,,,,,,,,,,,,,,,,
PRDO,1.12,8.87,6.67,0.59,0.00,1.43,-,13.60%,12.60%,9.20%,1.60%,1.90,98.30M,23.73%,-9.21%,13.90%,0.00%,707.80M
LABD,-,-,-,-,-,-,2.61%,-,-,-,-,-,-,-79.46%,-28.17%,-,-,-
URTH,-,-,-,-,-,-,1.60%,-,-,-,-,-,-,16.05%,14.16%,-,-,-
EGP,3.74,45.09,43.84,5.86,0.89,3.86,2.87%,8.40%,4.80%,-33.70%,1.49%,3.97,167.30M,12.54%,17.90%,32.90%,125.20%,509.10M
TCRT,4.00,-,-,-,0.37,-0.17,-,-108.30%,-63.40%,7.90%,1.40%,-0.13,-38.00M,-42.87%,-25.08%,-,-,2.90M
BLDR,3.62,7.93,13.15,0.42,0.69,15.51,-,48.90%,37.10%,-32.30%,1.50%,9.35,2.44B,118.07%,86.41%,11.70%,0.00%,20.93B
CLRB,3.87,-,-,-,0.00,-3.99,-,-247.10%,-,24.20%,5.17%,-2.19,-31.00M,-43.27%,23.98%,-,-,-
CBRL,4.49,22.69,14.56,2.19,0.00,4.23,5.41%,19.40%,15.10%,-47.10%,2.80%,6.59,95.00M,7.13%,0.88%,2.80%,122.40%,3.44B
